headline_id,headline_text,candidate_ids,party_ids,labeled_at,labeled_by
1505,Qué es el “dólar blue” y por qué su elevado valor sacude la economía y la política de Argentina,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1528,Clásico 326: Comunicaciones le pone fin a la racha de Municipal y gana la clasificación: Iztapa desciende a Primera,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1537,Zury Ríos: una candidata que se rodeó de aliados cuestionados y perseguidos por la justicia,105,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1548,"La rica heredera que fue enterrada viva por su esposo, en un crimen que conmocionó a la India",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1557,Invalidez del finiquito habría motivado la anulación de la candidatura de Thelma Aldana,111,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1558,Qué opciones tiene Thelma Aldana para regresar a la contienda electoral,111,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1561,TSE rechaza la inscripción de Thelma Aldana,111,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1562,Mike Pompeo: Usaremos todas las herramientas diplomáticas. Vamos a resolver el problema de la frontera,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1566,PGN demanda que la CC rechace la apelación a la suspensión del trámite de amparo de Thelma Aldana,111,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1568,Magistrados de la CC se reúnen para conocer amparo contra Sandra Torres,103,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1570,Viaje de magistrado atrasa por dos semanas amparo contra Sandra Torres,103,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1575,"Secretario general de Semilla: No nos detendremos, la campaña sigue para el resto de candidaturas",,201,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1584,"Alejandro Giammattei promete desayuno, almuerzo y seguro médico a escolares",110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1592,Sandra Torres redobla ofrecimientos de programas sociales,103,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1593,Roberto Arzú ofrece Q2 mil millones a Cocodes,108,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1608,Alejandro Giammattei y Sandra Torres cruzan señalamientos durante la campaña de fin de semana,103 110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1621,UNE busca recuperar curul en el Congreso y denuncia a Junta Electoral de Quetzaltenango en el MP,,202,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1625,UNE y Vamos esperan cubrir con fiscales el 100 por ciento de mesas de votación,,202,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1626,TSE autoriza Q300 mil para la UNE y Vamos para pauta en medios de comunicación,,202,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1632,Vicepresidenciable del partido Vamos ofrece facilidades para la creación de empleos,,203,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1642,"Torres y Giammattei se enfocan en votantes urbanos, a quienes prometen seguridad",110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1643,Guatemala recibiría a todos los futuros solicitantes de asilo en Estados Unidos,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1657,Torres y Giammattei consideran nuevo acuerdo con EE. UU como oscuro y falto de transparencia,110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1661,Jimmy Morales responde a Giammattei y a Torres y confirma que firmará acuerdos con Estados Unidos,110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1663,Alejandro Giammattei: “Llevo 12 años luchando por esto”,110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1664,Creo impugna integración de la Alcaldía capitalina,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1668,UNE y Vamos dicen que Jimmy Morales debe dejar que el nuevo presidente continúe con las negociaciones de tercer país seguro,,202,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1675,ONU Guatemala intercambia información útil para transición presidencial con Alejandro Giammattei y Sandra Torres,103 110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1686,Sandra Torres o Alejandro Giammattei: Qué candidato domina las búsquedas en Google,103 110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1689,Zury Ríos presiona ante la CSJ para apoyar a abogado que pide que se repitan las elecciones,105,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1691,McAleenan se reunirá con Torres y Giammattei,110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1698,Congresistas estadounidenses piden a Torres y Giammattei que restablezcan la Cicig,110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1716,Capturan a secretario municipal de Bien señalado de haber alterado las elecciones en San Jorge,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1733,MP pedirá la cancelación de la UNE después de la segunda vuelta electoral,,202,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1737,UNE y Vamos están satisfechos con simulacro al sistema de transmisión de resultados,,202,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1740,Alejandro Giammattei pide que Sandra Torres sea arraigada,103 110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1745,Alejandro Giammattei aventaja a Sandra Torres,103 110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1755,Alejandro Giammattei no descarta retirar a Guatemala del Parlacén,110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1757,Sandra Torres mantendrá su inmunidad hasta que finalice el proceso electoral,103,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1764,"Sandra Torres es ubicada luego de trámite de exhibición personal, según la UNE",103,202,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1767,Expertos explican las causas que motivaron la derrota de Sandra Torres de la Une,103,202,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1777,Alejandro Giammattei gana la presidencia luego de cuatro intentos,110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1783,"David Trujillo gana la alcaldía de San Jorge, Zacapa, por 84 votos",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1785,"Elecciones en Guatemala: Sin presencia de Sandra Torres, la UNE acepta la derrota",103,202,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1789,Segunda vuelta elecciones 2019: Alejandro Giammattei gana la presidencia,110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1852,Fragmentación en la UNE y búsqueda de acuerdos para directiva es la agenda alterna del Congreso,,202,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1880,La captura de Sandra Torres lacera la fuerza política del partido UNE,103,202,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1882,TSE pide informes antes de resolver solicitud de cancelación de la UNE,,202,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1886,Sandra Torres es capturada por financiamiento ilícito de la UNE,103,202,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1893,UNE contraataca para evitar cancelación política,,202,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1910,Thelma Aldana califica de “venganza” acusación en su contra,111,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1927,Iván Velásquez y Thelma Aldana reaccionan por comisión para investigar a Cicig,111,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1953,Registro de Ciudadanos niega la inscripción de Manuel Baldizón y argumenta que no es “idóneo ni honrado” para buscar el cargo,112,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1957,Elecciones generales en Guatemala: CC confirma candidaturas de Zury Ríos y Sandra Torres y la denegatoria a Jordán Rodas y Roberto Arzú,103 105 108,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1964,Elecciones Generales 2023: Registro de Ciudadanos pide a la Inspectoría Electoral revisar veracidad de documentos de Manuel Baldizón,112,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1965,Manuel Baldizón presenta amparo y dice que la revocatoria de oficio no existe y por eso no pueden negarle inscripción,112,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1966,Verificamos por usted: ¿Podía el TSE revocar la resolución de inscripción de Manuel Baldizón?,112,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1969,Partido Cambio se pronuncia sobre impugnaciones contra inscripción de Manuel Baldizón y se refieren a Roberto Arzú y al MLP,108 112,212,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1983,"Muere Hugo Rodríguez, diputado de la bancada Creo, luego de sufrir dos infartos producto de una neumonía",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1996,"Edmond Mulet, candidato presidencial de Cabal, recibe amonestación escrita del Registro de Ciudadanos por campaña anticipada",104,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2023,TSE sanciona a Carlos Pineda por haber irrumpido en reunión que tenían con fiscales de partidos políticos,107,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2026,Elecciones Generales 2023: Sala recibe informe del Registro de Ciudadanos para decidir futuro político de Carlos Pineda,107,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2033,IMÁGENES: Simpatizantes de Carlos Pineda llegan a la CC mientras emiten fallo que lo deja fuera de las elecciones,107,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2034,Elecciones Generales 2023: TSE anula credenciales de Carlos Pineda y todos los candidatos de Prosperidad Ciudadana,107,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2038,Carlos Pineda: TSE cumple requerimiento de la CC y envía dictamen que anuló candidaturas de Prosperidad Ciudadana,107,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2039,CC confirma que Roberto Arzú queda fuera de las elecciones generales de Guatemala tras declarar sin lugar recursos de Podemos,108,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2066,Vicepresidenciables de UNE y Semilla abogan por reinicio de campaña electoral,,201 202,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2074,Bernardo Arévalo denuncia que no ha podido viajar por posibles órdenes de arresto contra integrantes de Semilla,101,201,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2077,UNE y Semilla alistan su gabinete y podrían presentarlos antes del balotaje,,201 202,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2095,UNE y Movimiento Semilla se acuerpan con fiscales de mesa en su última batalla por la presidencia,,201 202,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2097,Movimiento Semilla denunciará a Sandra Torres por supuesta campaña negra,103,201,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2110,Junta Directiva del Congreso envía a Asuntos Jurídicos caso del restablecimiento del partido Movimiento Semilla,,201,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2113,Movimiento Semilla: Cuál es el escenario para el partido luego de que el TSE frenara su suspensión,,201,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2114,TSE frena la suspensión del partido político Movimiento Semilla y emite exhortativa a los tres poderes del Estado,,201,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2121,Quiénes figuran en el listado de Semilla para el proceso de transición y qué ministerio y dependencia tienen a su cargo,,201,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2124,"“Confiamos en que hay buena disposición”: Karin Herrera, vicepresidenta electa",102,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2129,"El partido Vamos se suma a las críticas al sistema de transmisión de datos del TSE, que está bajo investigación del MP",,203,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2162,"TODOS insiste contra Neto Bran, que les dio miles de votos en 2019",114,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2188,Video: TODOS da bolsa de alimentos a simpatizante de contrincante,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2206,"Ex aliados de Pineda, los Baldizón, presentan amparo en su contra",112,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2218,TSE investiga valla de Valor-Unionista en paso a desnivel del bulevar Liberación,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2252,CREO no logra reconteo de voto por voto; CC dice que Juntas Electorales cumplieron con lo ordenado,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2282,"Sandra Torres dice contar con el apoyo de más de 250 alcaldes, incluyendo de VAMOS",103,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2309,"Alcaldes de VAMOS, y que apoyaron a la UNE, esperan invitación de Arévalo",101,202,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2415,Aldo Dávila y Roberto Arzú realizan conversatorio frente a la CSJ,108,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2421,"Villacorta, presidenciable de VOS: “Ya no hay democracia en Guatemala”",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2433,Sale a luz video completo del altercado entre simpatizantes de Valor y UNE,,202,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2460,Santiago Peña gana la presidencia en Paraguay,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2516,CC confirma candidatura de Zury Ríos tras rechazar apelación,105,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2535,Carlos Pineda no acepta seguridad ofrecida por el Ministerio de Gobernación,107,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2547,Gobernación brindará seguridad a Carlos Pineda,107,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2588,West Ham gana la Conference League ante el Fiorentina,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2589,Andrea Alzate gana el prólogo de la Vuelta Femenina a Guatemala,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2645,Nueva Zelanda gana el partido inaugural del Mundial Femenino,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2649,Sevilla gana al Independiente del Valle el Desafío de Clubes UEFA-Conmebol,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2736,Karin Herrera será la segunda mujer en ocupar la vicepresidenta,102,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2740,Así fue el recorrido de Bernardo Arévalo y Karin Herrera para llegar a la Presidencia,101 102,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2741,"“¡Viva Guatemala”, el mensaje de Arévalo tras convertirse en virtual ganador",101,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2754,Messi: “El trabajo y compromiso de todos lo hizo posible”,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2875,Golazo de Jonathan Dos Santos y México gana la Copa Oro,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2878,Estados Unidos gana Mundial Femenino de Fútbol,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2879,Dalia Soberanis gana bronce en prueba de velocidad,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
2994,¡Este sábado todos al aniversario de La Esquina!,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
3033,Juan Ramón Schaeffer gana medalla de plata e impone récord,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
